Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location,Highlighted at,Document tags
江南新四军所处的环境与华北八路军完全不同，国民党在江南留有强大的兵力，新四军的活动与发展受到很大的限制，加之项英的领导确有缺失，对国民党顾忌较多，这些都严重削弱了项英在党内的地位。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4293,2021-11-02 16:52:24+00:00,
周恩来在处理与国民党关系上的稳健态度及对项英的善意和宽容，都被毛看在眼里，毛只是需要选择适当的时机向周恩来表明自己的不满。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4298,2021-11-02 16:53:10+00:00,
周恩来立即对延安的这封电报作出回应，1月7日，周与在重庆的另两位政治局委员博古、凯丰共同联名，覆电中央书记处，强调新设立的中央局「以南方局名称为好」。只是在周恩来、博古、凯丰的强烈要求下，毛泽东才作出让步，于1月13覆电，同意仍沿用南方局的名称。[,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4304,2021-11-02 16:54:48+00:00,
周恩来对于毛的批评迅速作出反应，在当天周所作的会议结论中，周承认南方局在巩固党、利用合法机会做群众工作不多，周还检讨了在统战中「偏重了联蒋」，「对中产阶级团结不够」。 [476] 和周恩来小心翼翼、努力协调与毛泽东的关系全然不同，毛则不时示周以颜色，让周明确地体会到两人的关系已今非昔比,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4312,2021-11-03 04:57:32+00:00,
1940年3月26日，周恩来、任弼时、蔡畅等从莫斯科返抵延安，尽管在抵达延安的前一天，周恩来在甘泉就和毛通了电话，但是当周抵达时，毛却仍在睡觉，「只有李富春前来迎接，而且主要还是接他的夫人蔡畅」。 [477]两年后，毛却亲自迎接从莫斯科返延的地位远低于周恩来的林彪。这一回毛不睡觉了，他挽看林彪的手步入杨家岭他居住的窑洞。[478]毛对周、林的亲疏之别，一目了然。尽管毛有意怠慢周恩来，周却处处关心、体贴毛。1940年2月下旬，周恩来一行自莫斯科启程返国时，共产国际为周等准备了两大箱西式食品和烟酒，以备旅途食用。周却提议旅途中改用中餐，将这两箱洋式点心万里迢迢带回延安。返回延安后，周又亲自检查食品箱，命令将其送给毛泽东夫妇享用。[479]毛固然对周之细心周到心领神会，但对周的态度始终未越过公事公办的界限，这就使周永远感到头顶上有一个紧箍咒存在，至死不敢稍有懈怠。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4316,2021-11-03 04:58:10+00:00,
1938年后，毛泽东准确地利用了周恩来的性格特点，对待周，有扬有抑，有紧有松，成功地瓦解了周恩来与王明的联盟，并重新理顺了毛、周关系。对于毛而言，周恩来是须臾不可缺少的股肱，周的崇高声望、非凡才干和对中共事业的献身精神，使周成为任何人都难以取代的人物。更重要的是，毛了解周没有争当中共领袖的权欲，对毛毫无威胁。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4326,2021-11-03 05:07:41+00:00,
但是，毛绝非是一个能轻易忘记过去的人，周在1931至1935、1937至1938年两次与王明联手孤立毛的往事，使毛刻骨铭心，难以忘怀。周恩来身上散发着的那种儒雅、高贵的气质，也与毛一身的「山大王」气质格格不人。因此，毛时不时就要借机敲打一下周恩来，并执意提拔刘少奇作中共第二号人物，将刘作为制衡周恩来的工具，以防周恩来在党内形势发生突变的关头，再一次弃毛而去。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4330,2021-11-03 05:08:43+00:00,
为了打下中共的江山，毛泽东必须借重周恩来的才干和忠诚；周恩来也在与毛的长期共事中，发现毛具有自己所缺乏的可作「人主」的霸气，断定凭藉这股霸气，毛能够一统江山。因此，周以其独有的机敏和灵活，很快适应了与毛的合作关系。在这种关系中，毛居于主导地位，周则安于作一个辅佐性的角色。由于毛、周都重视对方对自己的价值，各守分际，因而两人的合作虽时兴波澜但仍弥久而不坠。只是三十年代末至四十年代初，毛、周合作的关系还刚刚建立，毛对周还有太多的怨气没能尽兴宣泄，故而毛有意让周体会上下不落地的虚空，使周恩来在很长时间内搞不明白自己在中共核心层中究竟处于何种地位。这种由毛一手制造的对周恩来的慢性精神虐待长达七年，直到1945年中共七大召开才告一段落，使周恩来进退失据，有苦难言，为自己昔日的「过失」付出了沉重的代价。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4334,2021-11-03 05:10:50+00:00,
从中共六届六中全会后，毛泽东为在政治上彻底摧毁王明、博古等国际派，小心翼翼，稳扎稳打，将王明等成功地加以分隔，逐步缩小包围圈，已取得了对王明、博古等的绝对优势。经过三年的精心策划和细致的准备，毛泽东在1941年9月召开政治局扩大会议，正式向王明等下战书。 毛泽东向王明等挂牌的行动发生在1941年9月10日至10月22日于延安召开的政治局扩大会议上。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4342,2021-11-03 05:12:45+00:00,
1941年9月政治局扩大会议是在严格保密的状态下进行的，以至外界长期难以窥其真相。只是到了八十年代中期，为反击王明对毛泽东的攻击，[480]中共党史研究部门才有选择性地披露了这次会议的若干资料。直至1994年《胡乔木回忆毛泽东》一书出版，才使得外界对历史上这次著名会议的实情有了初步的了解。 毛泽东为这次会议确立的目标是具体和明确的，这就是重新解释1931至1935年中共的历史，从根本上摧毁王明、博古等国际派的政治合法性基础，逼王明、博古彻底下台。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4350,2021-11-03 05:14:15+00:00,
为了防止王明等抬出莫斯科作挡箭牌，毛主动出击，采用釜底抽薪的办法，声称国际派师承的并非是斯大林正宗，而是布哈林、季诺维也夫。毛说，主观主义来源之一即是「外国的传统，过去共产国际如布哈林、季诺维也夫等人的影响」，一下子就将王明等与已被斯大林消灭的「人民公敌」捆在了一起，把他们一同打进「假马克思主义」之列。毛在集中攻击国际派的时候，没有忘了把周恩来捎上，他在讲话中批评了周恩来领导的苏区中央局于1932年5月11日作出的《关于领导和反对帝国主义进攻苏联瓜分中国与扩大民族革命战争运动周的决议》，「是完全主观主义的东西」（当时博古、张闻天仍在上海，苏区中央局书记为周恩来）。[,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4359,2021-11-03 05:15:46+00:00,
在博古落难之际，王明的这些话无疑是对博古落井下石，同时也进一步把事情搞复杂化了。诚然，对于王明而言，是没有什么「朋友」概念的，只要能保护自己，随时可以「翻脸不认人」。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4403,2021-11-03 05:22:02+00:00,
再说，王明这番揭发也把周恩来、陈云、康生牵扯了进来，因为临时政治局成立时，周恩来仍在上海，陈云、康生均为临时中央政治局成员，周恩来等有可能也与闻此事。博古、,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4399,2021-11-03 05:22:14+00:00,
王明在发言中还爆出一个大冷门——他揭发博古道：1931年9月中央临时政治局成立时曾有过约定，将来到政治局委员多的地方要将权力交出来，因为临时中央负责人博古、张闻天皆,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4395,2021-11-03 05:22:27+00:00,
第四章  毛泽东对王明的重大胜利,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,.h1,,h1,location,2519,2021-10-28 06:38:31+00:00,
毛嘲弄张闻天道，「对于理论脱离实际的人，提议取消他的『理论家』资格」。[487]面对毛的挖苦讽刺，张闻天第一个缴械投降。他在发言中除了表示拥护毛的报告外，还不惜自我贬损，称「过去国际把我们一批没有做过实际工作的干部，提到中央机关来，这就给党的事业带来很大损失」，表示「现在要补课」。9月29日，张闻天再次发言，这一次他干脆把王明也拖下水，张闻天仿效博古，承认临时中央到苏区「确有纂位问题」，但马上强调王明对此也有关系，因为「五中全会的名单也是国际批准的，这些事情王明当时为什么不起作用」？[488]在这天的会议发言中，张闻天一改过去固守「中央政治路线是正确的」态度，宣布同意毛对苏维埃后期党的路线性质的评价，承认「当时的路线是错误的」，并且主动表示，「我是主要的负责者之一，应当承认错误，特别在宣传错误政策上我应负更多的责任」。[,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4414,2021-11-03 05:27:18+00:00,
张闻天在和毛的长期共事中，对毛的性格体会甚深，了解毛不做则已，一干则不择手段，不达目的，誓不罢休。在另一方面，也不能排除张闻天的大转弯与其对毛认识的加深有密切联系。毛的文韬武略给张闻天以深刻的印象，也许张闻天已从内心对毛「服气」，正是鉴于内力、外力两方面因素的作用，张闻天决定向毛主动认输，以求早日解脱。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4425,2021-11-03 05:28:15+00:00,
在毛的设想中，这次会议不仅要解决国际派的问题，即使那些现在属于毛营垒的人也应对他们过去程度不同的「错误」表明态度，因为只有这样才能显示在中共党内唯有毛泽东才是唯一正确的，也只有通过这种形式才能确立毛在党内至高无上的地位。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4440,2021-11-03 05:30:34+00:00,
他抱着孤注一掷的心理，向毛作最后一搏。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4501,2021-11-03 05:37:49+00:00,
王明在10月8日的发言是他最后的背水一战。1938年共产国际在斯大林大清洗中遭到严重摧残，王明的恩师米夫因与布哈林有牵连，已被处决，王明失去了保护伞。共产国际出于现实的考虑，实际上已半抛弃了王明。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4497,2021-11-03 05:37:58+00:00,
王明的反击被毛泽东当场粉碎。毛泽东针对王明的指责，反驳道，王明认为我们太左了，恰恰相反，我们认为王明的观点太右了。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4502,2021-11-03 05:38:42+00:00,
，这些都是极不对的。现在王明同志谈了他的看法，大家可以讨论。[502] 毛泽东的迅速反击有效阻止了王明再次聚合国际派的努力。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4507,2021-11-03 05:40:08+00:00,
不印〈论持久战〉小册子；开六中全会不肯回来，到了西安还想回武汉去，形成「独立自主局面」。胡乔木说，毛的大纲也指出了王明还有一些「对的地方」，但胡未予列出。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4525,2021-11-03 05:42:29+00:00,
毛泽东在10月8日书记处工作会议上对王明的批驳，及会上出现的的一边倒局势，使王明深感孤掌难呜，只得全线撤退。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4528,2021-11-03 05:43:20+00:00,
以毛泽东为首的「清算过去历史委员会」的工作任务并不复杂，其实就是根据毛的意图重新改写中共党史。毛当然知道此项工作的意义所在，根本不需他人帮忙，而是自己亲自动手将改写党史的框架建立起来。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4552,2021-11-03 05:45:20+00:00,
据看过「九篇文章」的胡乔木评论，该文「用词辛辣、尖刻，甚至还带有某些挖苦」，是毛泽东的「激愤之作」「也是过去长期被压抑的郁闷情绪的大宣泄，刺人的过头话不少」。[516]毛在「九篇文章」中提出一些重要观点，如认为1931年秋成立的临时中央是非法的，刘少奇是白区工作「正确的领袖人物」，文中还多处援引刘少奇的观点。文章写成后，毛泽东只送给当时与他关系最密切的刘少奇、任弼时看过，没有在其它领导人中间传阅。[517]相信这是毛泽东在对刘少奇、任弼时进行「路线交底」。胡乔木作为毛的秘书，「看过此文，属于例外」。[518],红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4561,2021-11-03 05:47:06+00:00,
一年前的1941年5月，毛泽东当看王明等人的面，在《改造我们的学习》的演讲中，怒斥留苏派只是「言必称希腊」的留声机，控诉他们用教条主义来毒害青年，「十七八岁的娃娃，教他们啃《资本论》，啃《反杜林论》」。 [527]现在毛在《整顿党风、学风、文风》和《反对党八股》的演说中又对留苏派及党内知识分子冷嘲热讽，他历数中共党内的苏俄崇拜情结在文宣形式的八大罪恶，甚至将留苏派等贬之为「连猪都不如的蠢货」。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,favorite,location,4642,2021-11-03 23:54:34+00:00,
那些将马列主义当宗教教条看待的人，就是这种蒙昧无知的人。对于这种人，应该老实对他说，你的教条没有什么用处，说句不客气的话，实在比屎还没有用。我们看，狗屎可以肥田，人屎可以喂狗。教条呢，既不能肥田，又不能肥狗，有什么用处呢？[528] 毛的这番话已迹进《何典》风格，充分展现了毛个性中尖酸刻薄、狂傲不羁的一面。 毛泽东亲自登台作报告，矛头直指「比狗屎还不如的教条」，表明他已决心全力发动整风运动，并以此诏示全党，毛本人是整风运动的最高领导者。此时的毛早已被公认为全党的领袖，他也完全习惯了这个角色。毛已不愿像1936—1938年那样直接与普通党员见面，现在到了「定朝仪」的时候了。毛需要选择一个代言人，由这个人向延安各机关学校传达毛认为有必要公诸于众的指示，以显示毛的威严和神秘。 毛泽东所选择的代言人正是康生,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4651,2021-11-05 03:24:51+00:00,
凯丰试图以自己的「努力」和「紧跟」来换取毛泽东的信任，从而使自己继续留在革命的指导者的行列。[530]尽管凯丰对宣传毛的有关整风指示竭尽了全力，他为了「赎罪」，还自鞭自责，检讨中宣部没有把贯彻毛的整风报告作为目前宣传教育工作的中心任务。[531]但为时不久，毛还是派了自己的秘书，既非中央委员，更非政治局委员的胡乔木前去「暂代」凯丰，[532]用这种方式改组了中宣部，将其完全控制在自己的手中。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4679,2021-11-05 03:28:14+00:00,
把原本对党的上层斗争毫不知晓的普通党员强行拉入到这场已见分晓的上层角逐中，果真有这个必要吗？在目前抗战最艰苦的阶段，把延安的日常工作停顿下来，全部转人政治学习，在道理上能站住脚吗？ 毛泽东葫芦里究竟装的是什么药，除了中央核心层领导干部，上至各根据地多数领导人，下至广大中下层干部都不甚明白。不过，毛并不担心他们一时跟不上自己的步调。毛作为革命的策略大师对运动如何进行自有安排，各级干部只需顺看毛的思路，照看毛的部署一步步去做就行。 毛泽东执意将上层革命引入中下层的根本目的就是要摧毁王明等的党内基础，在全党肃清王明等俄式马列主义的影响，从而确立自己「新解释」的至尊地位。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4692,2021-11-05 03:29:35+00:00,
眼下王明虽然已退出中央核心层，但还未正式缴械投降，若不乘势打碎党内根深蒂固的苏联崇拜情结，斩断俄式马列主义伸向中国的须根，在全党搞臭王明及其同伙，一遇风吹草动，很难排除王明有挟苏联支持、在最高层卷土重来而获全党普遍拥戴之巨大危险。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4701,2021-11-05 03:30:02+00:00,
「新解释」填补王明之后中共在思想上的真空状态，然后用自己的思想彻底改造中共，将党内原先对王明的崇拜引向对自己及其思想的崇拜。但是这种转换过程并非短期就能完成，必须使全党集中一个相对长的时间，用于进行这项除旧布新的思想改造工程。 然而，王明等在党内的实际影响力可能被毛泽东有意夸大了。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4704,2021-11-05 03:30:30+00:00,
将污水泼在有留苏经历的军政干部身上，虽可解一时之愤，但其严重的后果却是从此也将鄙视理论、轻视知识分子的风气发扬光大，并深深地扎根于党的理论与实践中。所以毛此举决非是无事生非，小题大作，而是经过深思熟虑的重大战略行动。 1941—1942年毛泽东的全部兴奋,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4715,2021-11-05 03:31:39+00:00,
把一切无助于中共夺取政权的马列原典一概斥之为「教条」。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4723,2021-11-05 03:32:47+00:00,
： 一、树立「实用第一」的观点，坚决抛弃一切对现实革命目标无直接功用的理论，把一切无助于中共夺取政权的马列原典一概斥之为「教条」。全力破除对马列原典的迷信，集中打击中共党内崇尚马列原典的老传统及其载体——党内有留苏经历的知识分子和受过西方或国内「正规」教育的知识分子。在毛泽东的精心引导下，中共党内最终形成了熟悉原典有错、少读原典光荣的新风尚。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4722,2021-11-05 03:33:00+00:00,
二、全力肃清「五四」自由、民主、个性解放思想在党内知识分子中的影响，确立「领袖至上」、「集体至上」、「个人渺小」的新观念。为集中打击俄式马列主义，毛泽东在短时期内借助党内自由派知识分子，围剿留苏派，一经利用完毕，毛迅即起用已缴械投降的原留苏派，联合围剿党内残存的「五四」影响。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4725,2021-11-05 03:33:42+00:00,
三、将「农民是中国革命主力军」的观念系统化、理论化，并将其贯穿于中共一切思想活动。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4728,2021-11-05 03:34:00+00:00,
四、把宋明新儒家「向内里用力」的观念融人共产党党内斗争的理论，交替使用思想感化和暴力震慑的手段，大力培养集忠顺与战斗精神为一体的共产主义「新人」的理想人格，并在此基础上构筑党的思想和组织建设的基本范式。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4730,2021-11-05 03:34:16+00:00,
毛泽东的思想革命既有因袭的成份，也有独创的方面，它是列宁、斯大林主义和中国部分传统的混合物。1942年后，毛得心应手，交替使用教化与强制两种手段，将思想革命的四项原则贯穿于整风运动的全过程。随着整风运动的深人展开，毛泽东的「新解释」迅速取代了俄式「老话」，成为中共的新传统。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4732,2021-11-05 03:34:43+00:00,
在延安经常出头露面的政治局委员和书记处书记只剩下毛泽东、康生、任弼时、陈云等少数人。其它几位，或因病住进了医院（王明），或主动请求离职，悄然前往了农村（张闻天）。王稼祥、凯丰在整风之初活跃了一阵后，很快也销声匿迹了。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4737,2021-11-05 03:35:24+00:00,
1942年6月2日，中央总学习委员会（以下称中央总学委）宣告成立，由毛泽东亲自任主任，康生任副主任。总学,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4746,2021-11-05 03:36:17+00:00,
中央总学委具有最高权力机关的各种特征，总学委的秘书处作为毛泽东的办事机构，犹如清廷中的军机处，政治局和书记处虽未明文予以撤销，但其许多职能已被中央总学委取代。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4752,2021-11-05 03:36:52+00:00,
总学委有权决定参加各地高级学习组成员的名单，判别哪些干部可以进入，哪些干部不能进入。总学委派出的巡视团和巡视员享有至高的权威，可以任意前往各重要机关、学校检查运动进行情况，听取各单位负责人的汇报。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4756,2021-11-05 03:37:29+00:00,
从这份名单可以看出，毛泽东是多么急于了解党的高级干部对他所发动的整风运动的真实态度。毛尤其关心中央党校学员的思想反应，这是因为1941年后大批延安及外地返延的高级干部被送入中央党校受训，中央党校已成为高干集中地，毛迫切希望了解他们的「活思想」。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4774,2021-11-05 03:38:14+00:00,
二、运用「掺沙子」、混合编组的方法，将国际派孤立在中央学习组下的十个小组。 国际派分子大多为重要干部，一些人甚至是政治局委员或中央委员，无论是论其资格或是运动本身的目的，他们都应被列入中央学习组。为了防范这批「问题人物」在中央学习组「扎堆结伙」，互为呼应，毛泽东在编组上也作了精心安排。中央总学委将国际派成员分散编人各个小组，在不少小组都安排了属于毛营垒、但职位较低的干部作副组长，以收监督、牵制之效。1942年6月7日，中央总学委宣布中央学习组混合编成十个小组，组长与副组长名单分别如下：[,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4776,2021-11-05 03:38:59+00:00,
1942年6月7日召开的中央总学委第二次会议部署进一步「放」： 要使领导者善于启发，使大家有话敢说，展开争论，暴露思想，然后从容结论。[541] 6月15日，中央总学委第三次会议更具体要求： 各机关、学校出有墙报者，为着展开思想上、工作上的论争，对于投稿之选择，不论其正面的与反面的，正确的与不正确的，均应登载，不得抑制。[542] 中央总学委密切,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4796,2021-11-05 03:40:14+00:00,
1942年6月，康生向毛泽东提议，让担任各政治局委员的政治秘书协助他做整风的调查研究工作。康生的「调查研究」之真正含义是什么，毛当然一目,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4823,2021-11-05 03:43:45+00:00,
只是此时中共上层正处于急剧变动之际，各政治局委员与毛的关系深浅不一，毛对彼等态度也大有差别，因此，康生此项工作的成效也各不相同：凡与毛关系比较密切的政治局委员，他们的政治秘书多以工作繁忙为由，对康生交办的任务束之高阁，最后则不了了之；,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4828,2021-11-05 03:44:10+00:00,
事后迅速向毛泽东作了汇报。[546]廖鲁言对毛的忠诚自然得到了回报，事实是廖鲁言在中共建国后长期担任国务院农业部部长和中央农村工作部党组副书记，副部长，并于1956年在中共八大上当选为中央候补委员，他并没有因长期担任王明的秘书而受到任何打击。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4836,2021-11-05 03:45:15+00:00,
党校。陆定一在历史上曾受过博古等国际派的严重打击，1941年从太行八路军总部政治部副主任、宣传部长的任上调回延安，很快受到毛的重用。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4846,2021-11-05 03:46:28+00:00,
任弼时为人较为方正，在整风初始的关键时刻，难免显得碍手碍脚，将其暂时打发一边，不让他与闻某些机密，以待其「觉悟」，可能是毛泽东暂时贬谪任弼时的原因。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4851,2021-11-05 03:47:01+00:00,
1942年1月，中宣部部长兼中研院院长张闻天，主动下乡进行社会调查，在临行之前，张闻天去中研院讲话，他「以庄重的口吻说毛泽东同志的学习态度和学习方法始终是扎扎实实的，脚踏实地的，理论密切联系实际的，是全党学习的楷模」，号召大家要「老老实实」地向毛学习。张闻天随即话锋一转，开始自我贬损，声称：「我没有什么值得学习的，我不过是一个缺乏实际的梁上君子罢了。」 [549]毫无疑问，张闻天这番话会一字不差地报到毛泽东那里，张闻天用这种方式向毛传递了他彻底认输的信息。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4869,2021-11-05 03:49:50+00:00,
毛泽东派罗迈前往中研院的目的十分明显：揭开中研院的「盖子」，先打掉院内那批留苏、留东、西洋的「理论权威」的傲气，再进而将斗争矛头直指「教条主义的祖师爷」——中研院院长张闻天和王明、博古。 中研院被毛泽东选作整肃国际派的重点单位绝不是偶然的。1938年后，经张闻天亲自挑选，马列学,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4883,2021-11-05 15:54:21+00:00,
毛泽东为了在心理上彻底打垮中研院内这批马克思主义理论家的意志，交替使用了两种手段：第一，在政治上和人格上公开羞辱他们；第二，挑动青年知识分子的不满情绪，「放火烧荒」，将青年的怒火引至国际派身上。 出身于长沙第一师范的毛泽东有着极其强烈的自尊心，对所谓「大知识分子」一直怀有根深蒂固的不信任感。他从来就怀疑党内那批理论家在内心深处并不承认自己，毛也猜度这批人甚至根本就否认中共党内有「教条主义」一说，他们完全可能以中共绝大多数党员没读过马列著作为由，拒绝接受「教条主义危害论」。毛泽东知道，对付这笔「红色教授」，仅仅用说理辩论那一套纠缠不清的「文明的方式」显然是不够的，最有效的方法就是将他们臭骂一通，使他们在劈头盖脸般的责骂中，斯文扫地，无地自容。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4889,2021-11-05 15:58:43+00:00,
秉持毛泽东的旨意，《解放日报》在社论中嘲笑那些以熟读马列为奇货可居的「红色教授」，自以为「谁背的书最熟，谁就是最好的理论家」，其实是在闹「天大的笑话J。社论声色俱厉地警告他们，必须自我脱帽（「理论家」之帽），并以无可置疑的权威口吻教训这些「理论家」： 会引证马列主义之警句的人不能称为理论家，能以马列主义精神方法解决实际问题的人，才能称为理论家。 [550],红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4897,2021-11-05 16:00:33+00:00,
当然，这样的骂人话实在太难听了。于是，胡乔木将「废物」从轻发落，改称为「坏透了的留声机」（「因为他们决没有把所见所闻背得一字不差的本领」），并且宣称共产党内这种人「多的是」！[551] 毛泽东的凌厉攻势果然有效，中研院的「红色教授」们个个吓得胆战心惊，忙不迭地表态支持反教条主义,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4903,2021-11-05 16:01:38+00:00,
其实「红色教授」们已经够可怜了，仅仅在一夜间他们就从凤凰变成了草鸡。他们忍痛宣布自己原先视为安身立命之本的马列著作「比屎还没有用处」，6   [553]这些昔日的理论家从最良好的愿望出发，尽可能地去理解毛的「新解释」，他们已对毛表现出最恭顺的服从，所未做的只是将自己骂得狗血喷头，而阻碍他们达到这一步的则是个人的尊严感，然而毛泽东所要索取的正是这份个人的独立与尊严！,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4913,2021-11-05 16:04:08+00:00,
"1942年3月9日，《解放日报》发表了一篇经毛泽东修改，由胡乔木撰写，堪称中国言论史之奇文的社论《教条和裤子》。7   [554]这篇社论以大胆使用粗俗文字于政治斗争，开创了中共文宣语言的新范式。毛泽东、胡乔木通过《教条与裤子》的社论，责令「红色教授」们「脱裤子」：为什么要「脱裤子」呢?因为「问题发生在他们的贵体下」，还因为裤子下「躲着一条尾巴，必须脱掉裤子才看得见」。而各人「尾巴的粗细不等」，割尾巴所需用的「刀的大小不等，血的多少不等」，因而只有先脱掉裤子，才谈得上「用刀割」,「裤子上面出教条，这就是教条和裤子的有机联系，谁要是诚心诚意地想反对教条主义，那么他第一着就得有脱裤子的决心和勇气」。  [555]",红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,favorite,location,4918,2021-11-05 16:05:12+00:00,
毛泽东摆出一副青年知识分子保护人的姿态，频频发表同情他们的言论，将延安的青年知识分子一步步诱人早已为他们准备好的进攻堑壕。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4927,2021-11-05 16:06:29+00:00,
党外人员对于违犯政府法令或党的政策的党员及干部，除得向法庭或行政机关依法控诉外，并有权向各级党委控告，直到党的中央。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4947,2021-11-05 16:09:24+00:00,
毛泽东在一次深夜长谈中甚至将自己在党内所遭受的排斥和打击的细节向萧军和盘托出。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4958,2021-11-05 16:14:15+00:00,
这些文章还曲折地表达了广大青年知识分子对延安「新生活」的失望：基层单位的领导毫无政策和文化水平，对上奴颜卑膝，对下则横眉冷对，动辄用政治大帽子压制普通党员的不满。文章的作者纷纷要求扩大党内民主，在「同志爱」的基础上建立充满友爱、平等精神的革命队伍的新型关系。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4970,2021-11-05 16:17:54+00:00,
王实味是受了五四民主和科学精神的影响，满怀乌托邦社会改造的理想，转而接受了马克思主义，从而投身共产主义运动的那一代左翼知识分子的突出代表。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4976,2021-11-05 16:18:32+00:00,
1937—1938年，成千上万受埃德加.斯诺《西行漫记》、范长江《中国的西北角》和《塞上行》强烈吸引的知识青年，怀着对中共的崇仰和对未来新生活的憧憬，从天南海北奔向延安。他们的到来正好和急欲「招兵买马」、壮大自身力量的中共的现实目标相契合，因此受到中共领导的热烈欢迎，而与外界隔绝多年的老红军也热忱欢迎给他们带来各种信息的知识青年。延安一时到处充满着青年的欢声笑语，似乎成了一座青年乌托邦城邦。,红太阳是怎样升起的：延安整风运动的来龙去脉,高华,,,,,location,4989,2021-11-05 16:21:37+00:00,
